Date;Point;Day/Night;CO2 flux  Micromol/m2/s;CH4 flux Micromol/m2/s;Ground_temperature;Air_temeprature;Atmospheric_pressure;RH;Dew_point;PAR_start;PAR_end;vegetation;Water_level_cm;Water_level_msnm
2021-04-28;1;d;0.006;0.002390;13.9;19.4;753.1;66.8;12.3;1805;850;macrofita;7.7;3003.43
2021-04-28;1;n;6.910;0.002300;13.9;20.7;753.1;59.1;14.4;0;0;macrofita;7.7;3003.43
2021-04-28;1;d;0.912;0.000753;13.9;19.1;753.1;56.5;11.8;791;557;macrofita;7.7;3003.43
2021-04-28;1;n;;0.002770;13.9;17.2;753.1;70.6;11.8;0;0;macrofita;7.7;3003.43
2021-04-28;2;d;3.630;0.011200;13.6;17.6;753.9;70.3;12.1;314;299;Chusquea ;2.0;3008.87
2021-04-28;2;n;5.800;0.013100;13.5;17.3;753.9;64.9;10.7;0;0;Chusquea ;2.0;3008.87
2021-04-28;2;d;5.140;0.016100;13.4;15.1;753.9;76.2;10.9;236;283;Chusquea ;2.0;3008.87
2021-04-28;2;n;5.090;0.011300;13.3;17.7;753.9;70.2;12.2;0;0;Chusquea ;2.0;3008.87
2021-04-29;3;d;9.020;0.024900;13.1;18.5;754.7;66.1;13.8;517;485;macrofita;0.0;3010.57
2021-04-29;3;n;7.100;0.013900;13.1;18.1;754.7;65.9;13.6;0;0;macrofita;0.0;3010.57
2021-04-29;3;d;9.370;0.019000;13.1;17.5;754.7;78.1;13.2;526;1115;macrofita;0.0;3010.57
2021-04-29;3;n;6.190;0.008060;13.1;18.0;754.7;79.4;13.5;0;0;macrofita;0.0;3010.57
2021-04-29;4;d;0.422;0.007140;13.3;19.1;754.9;65.2;15.3;773;329;Sphagnum;-1.0;3011.47
2021-04-29;4;n;;0.003440;13.3;18.2;754.9;71.2;13.2;0;0;Sphagnum;-1.0;3011.47
2021-04-29;5;d;1.130;0.003320;13.7;17.9;753.2;63.3;11.4;326;216;Sphagnum;2.0;3007.94
2021-04-29;5;n;2.060;0.002330;13.6;17.6;753.2;70.1;12.1;0;0;Sphagnum;2.0;3007.94
2021-05-12;6;d;8.020;;12.8;13.0;754.1;81.7;10.0;437;547;Sphagnum;-1.0;3011.13
2021-05-12;6;n;5.900;0.863000;12.7;13.3;754.1;82.1;10.4;0;0;Sphagnum;-1.0;3011.13
2021-05-12;7;d;-4.780;0.007750;12.6;14.0;755.3;74.1;11.1;1127;791;macrofita;0.5;3009.79
2021-05-12;7;n;3.230;0.015500;12.5;16.4;755.3;70.5;12.7;0;0;macrofita;0.5;3009.79
2021-05-12;8;d;-0.786;0.003110;12.6;14.5;755.6;76.9;9.9;566;544;macrofita;15.0;2995.44
2021-05-12;8;n;0.279;0.002150;12.6;16.2;755.6;72.1;11.6;0;0;macrofita;15.0;2995.44
2021-05-12;9;d;0.451;-0.000194;12.8;15.5;755.9;74.1;10.7;821;670;macrofita;8.0;3003.06
2021-05-12;9;n;0.458;-0.000555;12.6;15.1;755.9;75.1;10.9;0;0;macrofita;8.0;3003.06
2021-05-12;10;d;2.340;0.013300;12.6;15.9;755.9;74.6;12.2;696;1122;macrofita;4.0;3007.28
2021-05-12;10;n;2.160;0.009890;12.6;17.2;755.9;71.1;11.8;0;0;macrofita;4.0;3007.28
2021-05-12;11;d;-1.270;0.003030;12.1;16.0;754.2;72.7;11.0;586;610;macrofita;36.0;2975.09
2021-05-12;11;n;1.570;0.003110;12.1;16.2;754.2;66.8;10.5;0;0;macrofita;36.0;2975.09
2021-05-12;12;d;0.228;0.002190;12.3;13.8;755.3;82.2;9.7;511;355;Sphagnum;4.0;3006.46
2021-05-12;12;n;1.020;0.001160;12.3;13.6;755.3;81.3;10.5;0;0;Sphagnum;4.0;3006.46
2021-05-12;13;d;-1.680;-0.021100;13.1;16.8;754.9;71.8;11.6;1356;982;macrofita;-2.0;3012.46
2021-05-12;13;n;0.639;0.004290;13.1;16.0;754.9;63.3;11.4;0;0;macrofita;-2.0;3012.46
2021-05-12;14;d;0.466;0.004040;12.4;15.2;753.2;75.4;10.4;951;1479;macrofita;4.0;3006.28
2021-05-12;14;n;0.802;0.006170;12.3;15.3;753.2;72.1;10.5;0;0;macrofita;4.0;3006.28
2021-05-12;15;d;-0.605;0.009050;12.5;13.7;754.1;77.7;10.2;555;320;Sphagnum;1.2;3008.98
2021-05-12;15;n;0.121;0.000206;12.5;14.4;754.1;78.0;10.7;0;0;Sphagnum;1.2;3008.98
2021-05-12;16;d;9.590;0.001200;12.7;15.7;755.3;75.8;12.4;1448;916;macrofita;1.0;3009.28
2021-05-12;16;n;4.000;0.003250;12.6;15.4;755.3;73.5;10.8;0;0;macrofita;1.0;3009.28
2021-05-12;17;d;-1.880;0.004740;12.5;16.0;755.6;72.1;11.2;802;1389;Sphagnum;4.0;3006.04
2021-05-12;17;n;2.480;0.003720;12.5;17.6;755.6;67.7;11.5;0;0;Sphagnum;4.0;3006.04
2021-05-12;18;d;-0.490;0.006800;12.9;16.7;755.9;74.2;12.0;1878;1076;macrofita;8.0;3002.33
2021-05-12;18;n;0.438;0.001810;12.9;18.8;755.9;69.2;12.9;0;0;macrofita;8.0;3002.33
2021-05-12;19;d;-0.403;0.004100;12.9;18.9;755.9;67.4;13.1;1130;920;macrofita;26.0;2984.79
2021-05-12;19;n;3.840;0.001480;12.8;19.0;755.9;69.3;13.8;0;0;macrofita;26.0;2984.79
2021-05-12;20;d;-0.608;0.001870;12.9;19.8;756.2;66.8;13.3;1332;1006;macrofita;1.3;3009.80
2021-05-12;20;n;0.921;0.002270;12.8;16.9;756.2;70.0;11.7;0;0;macrofita;1.3;3009.80
2021-05-18;1;d;-6.170;0.008470;15.1;17.8;714.6;65.8;10.6;1129;1121;macrofita;7.7;3003.43
2021-05-18;1;n;4.030;0.007400;15.1;17.3;714.6;72.6;12.0;0;0;macrofita;7.7;3003.43
2021-05-18;2;d;-3.660;0.013200;12.9;17.7;714.6;66.8;11.4;1066;1081;Chusquea ;2.0;3008.87
2021-05-18;2;n;2.440;0.013000;12.9;20.1;714.9;63.4;12.6;0;0;Chusquea ;2.0;3008.87
2021-05-18;3;d;-2.970;0.034500;13.1;19.2;715.0;59.8;11.1;1155;1136;macrofita;0.0;3010.57
2021-05-18;3;n;4.320;0.031800;12.9;19.4;714.9;65.0;12.6;0;0;macrofita;0.0;3010.57
2021-05-18;4;d;-0.739;0.013300;13.4;20.2;714.8;58.6;12.3;1153;1144;Sphagnum;-1.0;3011.47
2021-05-18;4;n;0.787;0.023600;13.2;20.0;714.9;56.8;11.6;0;0;Sphagnum;-1.0;3011.47
2021-05-18;5;d;-1.130;0.007230;13.4;20.3;715.1;58.4;11.5;1452;1344;Sphagnum;2.0;3007.94
2021-05-18;5;n;0.254;0.004850;13.3;20.6;715.0;56.4;11.7;0;0;Sphagnum;2.0;3007.94
2021-05-18;6;d;2.060;0.201000;13.0;19.5;715.2;60.6;12.3;1396;1324;Sphagnum;-1.0;3011.13
2021-05-18;6;n;4.920;0.741000;13.1;20.0;715.2;59.8;12.4;0;0;Sphagnum;-1.0;3011.13
2021-05-18;7;d;-7.260;0.010800;13.2;18.9;715.3;64.0;11.7;1317;1701;macrofita;0.5;3009.79
2021-05-18;7;n;3.380;0.008560;13.2;20.2;715.1;55.1;12.2;0;0;macrofita;0.5;3009.79
2021-05-18;8;d;-0.863;0.002490;13.2;21.3;715.3;55.9;12.5;1602;1652;macrofita;15.0;2995.44
2021-05-18;8;n;0.127;0.001650;13.2;20.3;715.3;58.4;13.4;0;0;macrofita;15.0;2995.44
2021-05-18;9;d;-6.490;0.003900;12.6;21.2;715.0;58.8;13.0;3549;1215;macrofita;8.0;3003.06
2021-05-18;9;n;3.130;0.004380;12.6;21.7;715.0;55.3;12.6;0;0;macrofita;8.0;3003.06
2021-05-18;10;d;0.156;0.008700;12.8;20.2;714.9;58.2;12.2;2026;1321;macrofita;4.0;3007.28
2021-05-18;10;n;2.360;0.008790;12.8;20.0;715.2;53.5;11.1;0;0;macrofita;4.0;3007.28
2021-05-18;11;d;-1.740;0.005430;13.0;19.0;715.5;63.2;12.4;1759;2512;macrofita;36.0;2975.09
2021-05-18;11;n;3.150;0.003370;12.9;20.0;715.4;57.0;11.9;0;0;macrofita;36.0;2975.09
2021-05-18;12;d;-0.800;0.003150;12.9;22.6;715.5;61.0;14.9;839;2648;Sphagnum;4.0;3006.46
2021-05-18;12;n;0.891;0.001020;12.9;23.5;715.5;53.1;16.5;0;0;Sphagnum;4.0;3006.46
2021-05-18;13;d;-1.780;0.013500;13.4;19.3;715.5;61.5;12.1;2154;2304;macrofita;-2.0;3012.46
2021-05-18;13;n;0.948;0.012000;13.1;18.8;715.7;66.7;11.6;0;0;macrofita;-2.0;3012.46
2021-05-18;14;d;-0.369;0.016400;12.8;17.4;715.7;66.5;11.6;2272;1803;macrofita;4.0;3006.28
2021-05-18;14;n;1.350;0.019000;12.8;17.9;715.6;67.4;12.5;0;0;macrofita;4.0;3006.28
2021-05-18;15;d;-0.414;0.000180;12.7;18.1;716.0;57.9;11.5;1445;2414;Sphagnum;1.2;3008.98
2021-05-18;15;n;0.195;-0.000595;12.1;18.7;715.6;62.9;12.0;0;0;Sphagnum;1.2;3008.98
2021-05-18;16;d;-6.840;0.003670;12.5;19.6;715.8;61.4;11.2;1334;2150;macrofita;1.0;3009.28
2021-05-18;16;n;3.130;0.003160;12.4;20.6;716.1;54.2;15.3;0;0;macrofita;1.0;3009.28
2021-05-18;17;d;-2.420;0.004880;12.7;19.4;716.1;63.3;15.5;1651;1029;Sphagnum;4.0;3006.04
2021-05-18;17;n;2.820;0.005180;12.6;18.2;715.9;73.2;12.0;0;0;Sphagnum;4.0;3006.04
2021-05-18;18;d;-0.915;0.002690;13.0;17.2;716.1;75.6;12.4;1082;1374;macrofita;8.0;3002.33
2021-05-18;18;n;3.190;0.002010;13.0;17.9;716.0;69.5;11.2;0;0;macrofita;8.0;3002.33
2021-05-18;19;d;-2.890;0.001260;12.6;16.4;716.2;69.7;11.3;832;1029;macrofita;26.0;2984.79
2021-05-18;19;n;2.430;0.001140;12.6;16.8;716.8;69.5;10.3;0;0;macrofita;26.0;2984.79
2021-05-18;20;d;-0.618;0.002680;12.9;16.8;716.1;73.1;12.1;786;819;macrofita;1.3;3009.80
2021-05-18;20;n;0.646;0.002920;12.9;15.9;716.1;74.8;11.6;0;0;macrofita;1.3;3009.80
2021-05-29;1;d;-6.160;0.009830;13.8;19.9;714.0;68.5;13.8;977;1017;macrofita;0.0;3016.53
2021-05-29;1;n;1.060;0.007540;13.8;18.7;713.9;67.5;12.4;0;0;macrofita;0.0;3016.53
2021-05-29;2;d;-2.650;0.010400;14.3;19.0;713.9;70.7;14.8;1622;1367;Sphagnum;0.0;3016.36
2021-05-29;2;n;0.545;0.011700;14.2;21.6;713.9;83.2;18.5;0;0;Sphagnum;0.0;3016.36
2021-05-29;3;d;-5.510;0.014100;13.9;21.8;713.8;68.3;16.8;2770;2696;Sphagnum;0.0;3016.21
2021-05-29;3;n;0.870;0.012400;13.9;20.6;713.7;62.9;13.7;0;0;Sphagnum;0.0;3016.21
2021-05-29;4;d;-0.123;0.013800;14.5;19.5;714.0;59.6;12.5;1420;1037;macrofita;0.0;3015.80
2021-05-29;4;n;3.800;0.012200;14.0;18.6;714.0;60.9;14.2;0;0;macrofita;0.0;3015.80
2021-05-29;5;d;-2.040;0.003110;13.8;19.2;714.1;65.8;13.4;519;736;Sphagnum;3.0;3012.70
2021-05-29;5;n;1.140;0.002910;13.8;21.3;714.1;75.2;15.8;0;0;Sphagnum;3.0;3012.70
2021-05-29;6;d;-0.808;0.030300;13.3;17.0;714.5;72.1;11.4;362;308;Sphagnum;0.0;3015.71
2021-05-29;6;n;0.801;0.012800;13.3;17.0;714.5;74.2;12.2;0;0;Sphagnum;0.0;3015.71
2021-05-29;7;d;-1.300;0.042700;13.1;19.8;714.3;68.6;13.2;826;832;Sphagnum;0.0;3015.93
2021-05-29;7;n;0.060;0.004000;13.1;19.4;714.4;64.8;12.8;0;0;Sphagnum;0.0;3015.93
2021-05-29;8;d;-2.540;0.006400;14.5;21.0;714.4;60.2;13.0;973;853;Sphagnum;0.0;3016.17
2021-05-29;8;n;0.590;0.013300;14.5;19.2;714.3;53.8;12.2;0;0;Sphagnum;0.0;3016.17
2021-05-29;9;d;-0.666;0.010200;13.3;19.5;714.6;60.2;12.2;559;639;Sphagnum;0.0;3016.72
2021-05-29;9;n;1.260;0.009440;13.3;20.0;714.1;59.7;11.3;0;0;Sphagnum;0.0;3016.72
2021-05-29;10;d;-2.900;0.021200;13.8;18.2;714.2;64.4;12.2;806;1101;Sphagnum;0.0;3016.65
2021-05-29;10;n;0.615;0.029600;13.1;17.4;714.0;73.7;12.6;0;0;Sphagnum;0.0;3016.65
2021-07-09;1;d;-0.148;0.002460;11.8;16.1;705.0;89.0;14.7;436;455;macrofita;3.0;3008.13
2021-07-09;1;n;0.042;-0.000370;11.9;17.1;705.0;90.9;15.6;0;0;macrofita;3.0;3008.13
2021-07-09;2;d;-0.428;0.005180;11.4;18.1;704.9;77.8;12.0;320;237;Chusquea ;-1.0;3011.87
2021-07-09;2;n;0.462;0.004300;11.4;17.1;705.1;88.6;13.5;0;0;Chusquea ;-1.0;3011.87
2021-07-09;3;d;-0.185;0.013300;11.8;15.5;705.7;83.1;12.6;175;146;macrofita;-1.0;3011.57
2021-07-09;3;n;0.473;0.008068;11.8;14.3;705.2;90.9;13.0;0;0;macrofita;-1.0;3011.57
2021-07-16;1;d;-1.080;0.002510;11.9;14.3;715.1;80.5;11.1;575;275;macrofita;1.0;3015.53
2021-07-16;1;n;0.073;0.002560;11.9;14.6;715.3;79.5;11.3;0;0;macrofita;1.0;3015.53
2021-07-16;2;d;-0.826;0.007590;12.1;13.5;715.3;86.5;11.3;500;419;Sphagnum;-1.0;3017.36
2021-07-16;2;n;0.062;0.007890;12.1;14.4;715.3;91.0;13.0;0;0;Sphagnum;-1.0;3017.36
2021-07-16;3;d;-0.768;0.003760;12.1;13.2;714.9;85.6;10.3;490;1399;Sphagnum;1.5;3014.71
2021-07-16;3;n;0.080;0.003880;12.1;14.4;714.2;81.9;11.3;0;0;Sphagnum;1.5;3014.71
2021-07-16;4;d;-2.130;0.005720;12.3;14.6;714.5;80.5;10.8;454;745;macrofita;0.0;3015.80
2021-07-16;4;n;0.306;0.004940;12.3;14.0;714.7;82.1;11.0;0;0;macrofita;0.0;3015.80
2021-07-16;5;d;-0.402;0.001260;12.0;13.4;714.8;84.6;10.9;592;543;Sphagnum;1.0;3014.70
2021-07-16;5;n;0.070;0.001180;13.0;14.3;714.7;83.6;11.6;0;0;Sphagnum;1.0;3014.70
2021-07-16;6;d;-0.290;0.006230;12.1;14.6;714.5;84.2;11.4;1106;526;Sphagnum;1.0;3014.71
2021-07-16;6;n;0.066;0.005350;12.1;13.4;714.5;88.3;112.0;0;0;Sphagnum;1.0;3014.71
2021-07-16;7;d;-0.105;0.005450;12.3;13.4;714.4;82.1;12.2;517;516;Sphagnum;0.0;3015.93
2021-07-16;7;n;0.404;0.010600;12.3;14.9;714.3;92.5;13.9;0;0;Sphagnum;0.0;3015.93
2021-07-16;8;d;-0.300;0.003140;12.5;12.9;714.3;86.0;10.9;356;461;Sphagnum;1.0;3015.17
2021-07-16;8;n;0.044;0.003050;12.5;13.6;714.0;89.1;11.1;0;0;Sphagnum;1.0;3015.17
2021-07-16;9;d;-0.395;0.001760;12.6;13.9;713.8;82.4;11.3;693;1756;Sphagnum;3.0;3013.72
2021-07-16;9;n;0.088;0.001830;12.6;14.9;713.8;78.1;10.6;0;0;Sphagnum;3.0;3013.72
2021-07-16;10;d;-0.258;0.003190;12.0;14.1;713.7;84.0;11.4;249;252;Sphagnum;1.0;3015.65
2021-07-16;10;n;0.035;0.003040;12.0;13.6;713.6;84.4;11.2;0;0;Sphagnum;1.0;3015.65
2021-07-15;11;d;-0.640;0.003480;11.1;18.0;714.4;65.8;11.5;986;536;Sphagnum;-2.0;3018.54
2021-07-15;11;n;0.057;0.003330;11.1;15.1;714.4;72.0;10.8;0;0;Sphagnum;-2.0;3018.54
2021-07-15;12;d;-0.663;0.002390;12.9;16.7;714.2;64.9;10.7;615;655;macrofita;-1.0;3017.62
2021-07-15;12;n;0.078;0.002300;12.9;19.0;714.0;57.0;11.6;0;0;macrofita;-1.0;3017.62
2021-07-15;13;d;0.045;;11.8;16.5;714.1;60.9;11.1;470;483;Sphagnum;3.0;3013.55
2021-07-15;13;n;0.054;0.000221;11.8;17.4;713.9;71.6;10.3;0;0;Sphagnum;3.0;3013.55
2021-07-15;14;d;-0.639;0.005230;11.3;14.9;714.0;73.0;10.5;300;386;Sphagnum;1.0;3015.16
2021-07-15;14;n;0.212;0.003820;11.3;16.0;714.0;77.3;10.5;0;0;Sphagnum;1.0;3015.16
2021-07-15;15;d;-0.123;0.000193;11.1;14.8;715.5;72.5;9.1;483;570;macrofita;0.0;3016.14
2021-07-15;15;n;0.036;0.000408;11.1;12.2;715.3;76.5;9.4;0;0;macrofita;0.0;3016.14
2021-07-15;16;d;-0.187;0.000092;11.0;14.8;715.3;71.2;9.7;595;486;Sphagnum;3.0;3013.10
2021-07-15;16;n;0.021;0.000157;11.0;16.0;715.1;64.4;9.6;0;0;Sphagnum;3.0;3013.10
2021-07-15;17;d;-1.450;0.011800;11.2;14.6;714.3;73.7;10.3;890;774;macrofita;-1.0;3017.50
2021-07-15;17;n;0.000;0.011300;11.2;18.1;714.9;65.1;11.1;0;0;macrofita;-1.0;3017.50
2021-07-15;18;d;-0.128;0.000813;10.9;16.5;714.8;65.9;10.9;536;1079;macrofita;2.0;3014.42
2021-07-15;18;n;0.078;0.000897;10.9;15.6;714.8;70.1;10.5;0;0;macrofita;2.0;3014.42
2021-07-15;19;d;-1.260;0.000095;10.4;17.7;714.7;64.5;11.7;634;1185;Sphagnum;1.5;3015.16
2021-07-15;19;n;0.148;-0.000146;10.4;20.8;714.5;47.2;13.0;0;0;Sphagnum;1.5;3015.16
2021-07-15;20;d;-0.216;0.005570;11.1;17.4;714.4;59.8;12.8;690;470;Sphagnum;-0.5;3017.17
2021-07-15;20;n;0.032;0.004080;11.1;16.4;714.5;67.5;10.7;0;0;Sphagnum;-0.5;3017.17
2021-04-08;1;d;-0.290;0.001400;11.0;13.0;717.3;77.2;9.0;612;345;macrofita;3.0;3008.13
2021-04-08;1;n;0.078;0.001380;11.0;11.5;717.5;81.8;8.6;0;0;macrofita;3.0;3008.13
2021-04-08;2;d;-0.099;0.001630;11.6;12.8;717.3;79.6;8.4;374;526;Chusquea ;-1.0;3011.87
2021-04-08;2;n;0.090;0.001410;11.6;12.3;717.1;80.6;9.2;0;0;Chusquea ;-1.0;3011.87
2021-04-08;3;d;-0.074;0.005220;11.1;13.2;717.1;75.4;9.1;336;358;macrofita;0.0;3010.57
2021-04-08;3;n;0.126;0.005780;11.1;12.8;717.1;73.3;8.4;0;0;macrofita;0.0;3010.57
2021-04-08;4;d;-0.002;0.001720;10.7;12.8;716.9;76.0;8.5;528;383;Sphagnum;4.0;3006.47
2021-04-08;4;n;0.004;0.001050;11.1;12.8;716.9;74.7;9.1;0;0;Sphagnum;4.0;3006.47
2021-04-08;5;d;-0.063;0.000165;11.0;12.6;717.0;80.4;9.2;900;941;Sphagnum;1.5;3008.44
2021-04-08;5;n;0.001;0.000076;11.0;12.5;716.7;74.3;8.6;0;0;Sphagnum;1.5;3008.44
2021-04-08;6;d;0.167;0.074200;13.1;14.6;717.0;73.2;9.3;543;475;Sphagnum;-3.0;3013.13
2021-04-08;6;n;0.116;0.025300;13.0;19.3;716.5;59.3;11.9;0;0;Sphagnum;-3.0;3013.13
2021-04-08;7;d;-0.225;0.002520;11.9;18.3;716.7;58.2;9.1;546;527;macrofita;2.5;3007.79
2021-04-08;7;n;0.112;0.008310;11.9;15.0;716.5;70.8;10.0;0;0;macrofita;2.5;3007.79
2021-04-08;8;d;-0.033;0.000249;11.1;16.7;716.4;62.9;9.2;658;1970;macrofita;-2.5;3012.94
2021-04-08;8;n;0.008;0.000209;11.1;14.7;716.4;70.7;9.7;0;0;macrofita;-2.5;3012.94
2021-04-08;9;d;-0.363;0.000750;11.0;16.1;716.2;68.0;9.7;689;534;macrofita;2.0;3009.06
2021-04-08;9;n;0.078;0.000647;10.9;13.3;716.6;80.6;9.8;0;0;macrofita;2.0;3009.06
2021-04-08;10;d;-0.022;0.000523;11.8;14.6;716.0;71.3;9.5;550;690;macrofita;-0.5;3011.78
2021-04-08;10;n;0.088;0.000599;11.8;15.2;716.1;68.8;9.5;0;0;macrofita;-0.5;3011.78
2021-04-08;11;d;0.142;0.000541;11.7;14.6;716.0;68.8;10.0;587;804;macrofita;0.0;3011.09
2021-04-08;11;n;0.067;0.000432;11.7;14.0;716.1;75.8;10.1;0;0;macrofita;0.0;3011.09
2021-04-08;12;d;-0.046;0.000423;10.8;14.0;716.0;68.4;9.1;236;378;Sphagnum;3.0;3007.46
2021-04-08;12;n;0.021;0.000220;10.8;12.8;716.1;80.5;9.5;0;0;Sphagnum;3.0;3007.46
2021-04-08;13;d;-0.025;0.012200;11.1;12.0;716.1;79.7;9.2;283;271;macrofita;1.5;3008.96
2021-04-08;13;n;0.014;0.010200;11.1;11.8;716.1;86.0;9.4;0;0;macrofita;1.5;3008.96
2021-04-08;14;d;-0.007;0.002860;11.5;13.4;715.9;73.1;8.6;325;490;macrofita;5.5;3004.78
2021-04-08;14;n;0.019;0.001660;11.5;13.0;715.9;74.9;9.3;0;0;macrofita;5.5;3004.78
2021-04-08;15;d;-0.053;0.003400;11.9;14.1;715.1;78.7;9.4;601;420;Sphagnum;1.0;3009.18
2021-04-08;15;n;0.003;0.000051;11.8;12.5;715.8;76.9;9.0;0;0;Sphagnum;1.0;3009.18
2021-08-19;16;d;;0.018300;;21.0;714.0;51.4;10.4;1460;1526;macrofita;1.5;3008.78
2021-08-19;16;n;6.390;0.045800;;20.5;713.8;53.5;10.6;0;0;macrofita;1.5;3008.78
2021-08-19;17;d;-3.820;0.015400;;21.1;714.0;47.4;9.7;1609;1466;Sphagnum;4.0;3006.04
2021-08-19;17;n;7.850;0.015900;;21.1;714.0;51.5;11.2;0;0;Sphagnum;4.0;3006.04
2021-08-19;19;d;-6.470;0.006110;;20.5;714.3;53.7;10.5;1383;1704;macrofita;5.0;3005.79
2021-08-19;19;n;6.260;0.004250;;22.2;714.2;47.9;10.8;0;0;macrofita;5.0;3005.79
2021-08-19;20;d;1.200;0.018000;;21.2;714.4;53.9;11.6;1577;2420;macrofita;0.0;3011.10
2021-08-19;20;n;0.735;0.020800;;20.5;714.1;50.9;10.9;0;0;macrofita;0.0;3011.10
2021-08-19;10;d;1.760;0.020000;11.9;20.5;712.5;55.1;11.2;2201;2156;macrofita;3.0;3008.28
2021-08-19;10;n;4.960;0.018800;11.9;20.3;712.5;53.1;10.1;0;0;macrofita;3.0;3008.28
2021-08-19;11;d;-2.720;0.054300;;19.3;712.9;54.9;10.1;1372;1450;macrofita;-0.5;3011.59
2021-08-19;11;n;5.430;0.021000;;20.2;712.9;52.9;10.8;0;0;macrofita;-0.5;3011.59
2021-08-19;12;d;;0.029700;;19.5;713.2;52.8;10.5;1382;884;Sphagnum;4.0;3006.46
2021-08-19;12;n;;0.022500;;18.2;713.1;55.3;9.1;0;0;Sphagnum;4.0;3006.46
2021-08-19;13;d;-5.550;0.506000;;23.0;733.1;45.9;10.2;1881;1925;macrofita;0.0;3010.46
2021-08-19;13;n;1.400;0.503000;;20.4;713.1;52.7;10.1;0;0;macrofita;0.0;3010.46
2021-08-19;14;d;0.000;0.000020;;24.6;713.6;46.1;11.9;1744;2030;macrofita;2.0;3008.28
2021-08-19;14;n;1.060;0.084800;;23.6;713.3;44.8;10.5;0;0;macrofita;2.0;3008.28
2021-08-19;15;d;8.390;0.004200;;22.1;733.5;47.9;10.8;2325;1960;Sphagnum;0.0;3010.18
2021-08-19;15;n;0.722;0.004870;;20.8;733.4;53.3;11.0;0;0;Sphagnum;0.0;3010.18
2021-09-24;20;d;-5.720;-0.078300;11.8;16.2;715.2;64.7;9.7;830;1002;Sphagnum;-2.0;3018.67
2021-09-24;20;n;;-0.012000;11.8;16.4;715.0;72.6;11.8;0;0;Sphagnum;-2.0;3018.67
2021-09-24;11;d;-0.686;0.011100;12.0;16.3;714.9;65.5;10.6;1062;1152;Sphagnum;0.0;3016.54
2021-09-24;11;n;0.040;0.148000;11.9;14.3;714.7;92.7;11.8;0;0;Sphagnum;0.0;3016.54
2021-09-24;12;d;-0.455;-0.012400;13.2;12.5;714.7;93.9;11.8;398;205;macrofita;-1.0;3017.62
2021-09-24;12;n;;-0.040400;13.2;12.0;714.9;94.1;11.5;0;0;macrofita;-1.0;3017.62
